id_oportunidade,id_parceiro,id_produto,data_registro,quantidade,valor_total,status
40,38671409000102,22,2023-05-01,78,20190.300000000003,Perdida
41,38671409000102,9,2024-08-10,57,112537.95,Fechada
42,38671409000102,39,2024-08-10,57,112537.95,Fechada
43,87653941000102,32,2024-06-07,93,378270.99,Fechada
44,29803475000106,11,2024-10-28,41,192241.62,Perdida
45,67042319000150,33,2024-09-21,56,183550.64,Fechada
46,89036751000171,34,2024-10-11,76,235814.32,Aberta
47,26194750000135,21,2024-07-07,59,243931.37000000002,Fechada
48,10423769000176,30,2023-02-03,41,109412.19,Aberta
49,27538469000135,8,2024-04-17,53,210926.75,Fechada
50,73458106000107,31,2023-09-13,30,49986.9,Aberta
51,31287095000108,18,2023-09-04,88,365913.68,Perdida
52,81924605000170,26,2024-02-02,97,340943.36,Fechada
53,48526193000145,9,2024-06-25,44,86871.4,Fechada
54,48526193000145,39,2024-06-25,44,86871.4,Fechada
55,24917653000106,32,2023-04-13,18,73213.73999999999,Fechada
56,51690843000106,32,2023-08-08,88,357933.83999999997,Fechada
57,18296475000132,23,2024-10-27,41,196768.84,Perdida
58,94586732000159,25,2024-07-09,12,18957.0,Aberta
59,56483297000148,2,2024-03-28,9,25692.93,Perdida
60,24917653000106,28,2024-01-14,30,44950.799999999996,Fechada
61,39864210000163,2,2024-05-12,53,151302.81,Fechada
62,24137089000109,2,2024-10-12,75,214107.75,Perdida
63,71956320000168,25,2023-06-24,2,3159.5,Aberta
64,84365927000115,18,2024-01-27,3,12474.329999999998,Aberta
65,82756439000103,33,2023-08-22,61,199939.09,Fechada
66,58726493000121,22,2024-07-07,27,6988.950000000001,Aberta
67,98203146000139,35,2023-10-27,48,225144.0,Fechada
68,82593406000190,20,2023-02-22,74,64009.26,Fechada
69,17462508000104,5,2024-09-28,47,220231.19000000003,Fechada
70,73458106000107,19,2023-09-23,81,259356.33,Aberta
71,75832104000161,17,2023-05-06,74,123988.48,Perdida
72,10789432000187,23,2024-10-12,97,465526.27999999997,Fechada
73,93254087000104,36,2024-07-17,11,47330.8,Aberta
74,24917653000106,37,2023-06-20,88,35980.56,Perdida
75,58726493000121,4,2024-10-27,40,22886.399999999998,Aberta
76,51428963000121,30,2024-07-30,56,149441.04,Fechada
77,81924605000170,38,2025-01-02,56,156077.6,Fechada
78,84539107000100,22,2024-09-28,5,1294.25,Fechada
79,28597364000110,6,2023-07-01,87,129854.45999999999,Fechada
80,29803475000106,30,2024-07-05,5,13342.95,Perdida
81,24137089000109,27,2024-08-01,72,12476.88,Fechada
82,12064379000182,10,2023-02-17,26,129708.02000000002,Perdida
83,80967154000196,9,2024-12-25,92,181640.19999999998,Perdida
84,80967154000196,39,2024-12-25,92,181640.19999999998,Perdida
85,34156087000102,9,2024-11-10,57,192437.13,Perdida
86,34156087000102,39,2024-11-10,57,192437.13,Perdida
87,24570639000170,26,2024-09-01,74,260101.12,Fechada
88,79015428000168,19,2023-05-27,27,86452.11,Aberta
89,58091462000141,17,2024-11-03,93,155823.36,Aberta
90,94586732000159,40,2024-01-21,77,28382.2,Aberta
91,18924536000169,33,2024-07-25,77,252382.13,Fechada
92,13865704000179,5,2023-11-08,69,323318.13,Aberta
93,12064379000182,41,2023-08-28,5,22276.95,Perdida
94,62987043000160,13,2024-10-02,97,98823.59999999999,Fechada
95,10648975000184,11,2024-06-03,37,173486.34,Perdida
96,48526193000145,8,2024-12-16,9,35817.75,Fechada
97,12403859000120,22,2024-10-28,2,517.7,Aberta
98,81924605000170,7,2023-05-11,61,133075.16,Aberta
99,65140839000170,42,2023-01-24,66,224330.04,Fechada
100,81924605000170,43,2024-03-08,84,106769.87999999999,Fechada
101,31287095000108,32,2023-11-08,17,69146.31,Perdida
102,27416938000143,38,2023-09-27,40,111484.0,Aberta
103,39864210000163,3,2023-12-02,17,60365.3,Fechada
104,06243195000187,3,2024-06-17,22,78119.8,Perdida
105,27538469000135,44,2024-01-10,49,202055.91,Aberta
106,89231756000155,43,2023-10-05,13,16523.91,Fechada
107,13865704000179,40,2024-08-18,91,33542.6,Perdida
108,82916470000164,34,2023-11-07,41,127215.62000000001,Fechada
109,60481375000142,37,2023-11-07,90,36798.3,Perdida
110,24137089000109,19,2023-03-04,30,96057.9,Perdida
111,83691075000193,41,2024-02-21,91,405440.49000000005,Perdida
112,69457012000146,4,2024-07-25,70,40051.2,Perdida
113,10298654000105,28,2023-08-15,23,34462.28,Perdida
114,82593406000190,17,2023-08-15,50,83776.0,Aberta
115,01549628000103,10,2024-07-01,57,284359.89,Fechada
116,56907231000138,17,2024-12-24,27,45239.04,Perdida
117,24190358000192,16,2023-06-08,7,2781.59,Aberta
118,86740932000196,45,2024-07-05,53,232552.34,Perdida
119,93254087000104,1,2024-11-03,73,209589.57,Aberta
120,19064732000173,19,2024-03-08,11,35221.229999999996,Perdida
121,02817349000146,11,2023-11-09,59,276640.38,Perdida
122,27640983000187,46,2023-03-24,35,68077.8,Fechada
123,82593406000190,8,2023-04-19,84,334299.0,Perdida
124,24190358000192,1,2023-09-16,21,60292.89,Aberta
125,36128450000101,8,2024-08-14,24,95514.0,Aberta
126,12403859000120,23,2024-09-13,31,148776.44,Fechada
127,58091462000141,3,2024-04-02,77,273419.3,Fechada
128,59086214000175,9,2024-11-10,2,3948.7,Perdida
129,59086214000175,39,2024-11-10,2,3948.7,Perdida
130,58726493000121,28,2024-09-24,69,103386.84,Aberta
131,53879426000123,9,2023-02-19,20,67521.8,Fechada
132,53879426000123,39,2023-02-19,20,67521.8,Fechada
133,08341926000152,26,2024-10-29,17,59752.96,Fechada
134,18356470000158,12,2025-01-02,78,171140.58000000002,Fechada
135,50186723000103,43,2024-07-12,98,124564.86,Fechada
136,83279064000109,46,2023-09-01,19,36956.52,Fechada
137,63297450000108,16,2023-12-29,68,27021.16,Aberta
138,53201978000188,38,2024-05-30,28,78038.8,Fechada
139,82106439000168,10,2023-05-15,93,463955.61000000004,Perdida
140,47562019000195,25,2024-03-31,72,113742.0,Aberta
141,93062785000108,29,2023-04-24,89,380226.69,Perdida
142,17493825000198,19,2023-12-17,34,108865.62,Fechada
143,89357206000187,38,2024-07-01,69,192309.9,Perdida
144,68920435000198,9,2024-01-17,61,120435.34999999999,Aberta
145,68920435000198,39,2024-01-17,61,120435.34999999999,Aberta
146,82593406000190,21,2023-08-22,79,326619.97000000003,Fechada
147,69235417000130,38,2024-12-04,24,66890.4,Fechada
148,52346709000147,11,2023-04-30,96,450126.72,Fechada
149,07123946000194,28,2023-06-19,58,86904.87999999999,Fechada
150,75048632000124,31,2023-06-26,59,98307.57,Perdida
151,39048725000195,35,2024-09-23,9,42214.5,Perdida
152,84976513000122,36,2024-08-11,72,309801.60000000003,Aberta
153,93486750000104,40,2023-06-08,59,21747.4,Perdida
154,52894317000112,32,2024-08-01,93,378270.99,Fechada
155,79038251000115,32,2024-05-27,53,215573.78999999998,Aberta
156,13865704000179,1,2023-01-15,90,258398.1,Fechada
157,56483297000148,26,2023-10-16,25,87872.0,Aberta
158,70136845000194,47,2024-07-24,52,165361.04,Perdida
159,01357894000134,12,2024-11-02,87,190887.57,Fechada
160,71396240000103,4,2024-03-30,67,38334.72,Perdida
161,24137089000109,9,2023-03-28,39,131667.51,Fechada
162,24137089000109,39,2023-03-28,39,131667.51,Fechada
163,04251687000199,46,2024-06-17,51,99199.08,Perdida
164,13486579000196,22,2024-09-09,34,8800.900000000001,Fechada
165,93048157000178,22,2024-11-04,25,6471.250000000001,Perdida
166,50698472000138,48,2023-05-02,98,470167.74,Perdida
167,70136845000194,12,2023-10-27,83,182111.13,Perdida
168,41985720000130,33,2023-12-05,5,16388.45,Aberta
169,69327841000104,29,2024-06-18,16,68355.36,Perdida
170,94586732000159,35,2024-10-22,76,356478.0,Perdida
171,16934507000152,47,2023-05-18,78,248041.56,Fechada
172,14320856000159,9,2024-12-27,40,135043.6,Aberta
173,14320856000159,39,2024-12-27,40,135043.6,Aberta
174,67493582000166,4,2023-02-20,40,22886.399999999998,Fechada
175,72560143000169,5,2023-03-23,98,459205.46,Perdida
176,63418709000121,35,2023-10-11,95,445597.5,Perdida
177,69457012000146,16,2024-01-11,29,11523.73,Aberta
178,13486579000196,36,2023-05-27,56,240956.80000000002,Aberta
179,97306152000159,45,2023-02-17,8,35102.24,Fechada
180,95321487000110,41,2023-04-09,61,271778.79000000004,Aberta
181,08341926000152,45,2024-02-12,1,4387.78,Fechada
182,21068975000121,47,2024-05-26,38,120840.76,Aberta
183,58091462000141,18,2023-09-27,25,103952.74999999999,Perdida
184,08193762000163,9,2024-04-12,59,199189.31,Aberta
185,08193762000163,39,2024-04-12,59,199189.31,Aberta
186,17462508000104,3,2023-12-10,70,248563.0,Aberta
187,52093841000194,49,2023-05-03,70,244424.6,Fechada
188,93062785000108,21,2024-05-08,5,20672.15,Perdida
189,29803475000106,22,2024-07-22,83,21484.550000000003,Perdida
190,38241795000100,34,2023-11-17,61,189272.02000000002,Fechada
191,82106439000168,35,2023-07-17,93,436216.5,Perdida
192,70136845000194,16,2023-02-03,50,19868.5,Perdida
193,96258074000100,3,2023-04-10,13,46161.700000000004,Aberta
194,29803475000106,47,2023-07-14,49,155820.98,Fechada
195,82916470000164,25,2023-11-12,31,48972.25,Aberta
196,80967154000196,37,2024-01-22,23,9404.01,Fechada
197,37195026000142,11,2023-08-31,9,42199.38,Fechada
198,43291087000106,21,2024-06-25,3,12403.29,Aberta
199,23654987000163,42,2024-04-15,61,207335.34,Perdida
200,39048725000195,45,2023-05-21,27,118470.06,Perdida
201,23654987000163,20,2024-05-29,27,23354.73,Aberta
202,87903421000100,36,2024-08-08,59,253865.2,Aberta
203,63297450000108,42,2023-10-26,10,33989.4,Fechada
204,10789432000187,36,2024-09-01,51,219442.80000000002,Aberta
205,94021873000124,47,2024-06-28,35,111300.7,Perdida
206,79562304000100,37,2024-09-16,30,12266.1,Fechada
207,26017845000183,26,2024-06-11,49,172229.12,Aberta
208,14385697000170,3,2024-06-02,81,287622.9,Aberta
209,43908267000194,7,2023-03-18,49,106896.44,Perdida
210,18356470000158,48,2024-09-03,22,105547.86,Perdida
211,50692487000199,21,2024-01-03,30,124032.90000000001,Perdida
212,10423769000176,25,2024-11-09,11,17377.25,Fechada
213,18296475000132,45,2024-10-04,16,70204.48,Perdida
214,49306785000114,40,2024-05-27,65,23959.0,Perdida
215,27640983000187,28,2023-10-31,96,143842.56,Perdida
216,27613948000179,14,2023-08-09,62,163624.82,Perdida
217,84907316000151,31,2024-05-13,1,1666.23,Aberta
218,75698413000190,12,2024-05-29,61,133840.71000000002,Perdida
219,10423769000176,38,2023-12-19,9,25083.899999999998,Perdida
220,89231756000155,23,2023-10-20,67,321549.07999999996,Fechada
221,36150827000129,40,2023-01-17,4,1474.4,Aberta
222,31287095000108,16,2023-04-11,33,13113.210000000001,Fechada
223,39048725000195,36,2023-04-08,87,374343.60000000003,Fechada
224,82593406000190,7,2023-03-13,60,130893.59999999999,Fechada
225,82934057000122,14,2023-04-12,74,195294.14,Perdida
226,89231756000155,8,2024-01-22,21,83574.75,Aberta
227,19078524000123,20,2024-05-20,76,65739.24,Fechada
228,54970613000180,17,2024-06-10,45,75398.4,Aberta
229,46298301000144,28,2024-12-13,85,127360.59999999999,Fechada
230,94738615000163,41,2024-02-07,43,191581.77000000002,Aberta
231,70136845000194,50,2023-07-01,69,129646.86,Perdida
232,31287095000108,5,2023-01-25,9,42171.93000000001,Fechada
233,10745892000103,12,2024-04-07,66,144811.26,Aberta
234,32571809000160,21,2024-03-28,78,322485.54000000004,Perdida
235,18924536000169,5,2024-03-27,6,28114.620000000003,Aberta
236,39582407000100,8,2024-01-15,36,143271.0,Perdida
237,39465072000140,41,2023-08-08,53,236135.67,Fechada
238,37915620000160,37,2024-06-29,83,33936.21,Perdida
239,83279064000109,30,2024-08-08,80,213487.2,Fechada
240,10423769000176,16,2023-03-22,65,25829.05,Aberta
241,87903421000100,45,2024-09-15,5,21938.899999999998,Aberta
242,50186723000103,33,2024-04-12,22,72109.18000000001,Fechada
243,70512493000124,44,2023-05-28,85,350505.15,Aberta
244,51243687000127,29,2023-11-02,32,136710.72,Fechada
245,24570639000170,26,2024-01-19,3,10544.64,Perdida
246,05931862000151,36,2024-05-22,21,90358.8,Perdida
247,83057142000112,36,2024-07-06,89,382949.2,Perdida
248,93486750000104,16,2023-12-10,73,29008.010000000002,Perdida
249,54203876000164,48,2023-08-27,97,465370.11,Perdida
250,46123578000136,18,2024-03-26,73,303542.02999999997,Fechada
251,27538469000135,3,2023-04-15,10,35509.0,Fechada
252,24190358000192,48,2023-03-26,91,436584.33,Perdida
253,60413782000112,13,2023-09-17,24,24451.199999999997,Fechada
254,36128450000101,13,2023-02-26,65,66222.0,Perdida
255,24137089000109,9,2024-07-15,19,64145.71000000001,Perdida
256,24137089000109,39,2024-07-15,19,64145.71000000001,Perdida
257,58091462000141,32,2024-12-13,71,288787.52999999997,Fechada
258,87653941000102,49,2024-11-07,64,223473.92,Fechada
259,06948123000135,31,2024-09-16,82,136630.86000000002,Perdida
260,15072963000178,25,2024-02-29,7,11058.25,Fechada
261,47562019000195,37,2023-05-31,38,15537.06,Perdida
262,87903421000100,2,2023-11-18,46,131319.42,Aberta
263,29645783000142,20,2024-09-30,27,23354.73,Aberta
264,13865704000179,6,2024-07-05,48,71643.84,Aberta
265,32097618000108,42,2023-01-23,64,217532.16,Perdida
266,72193856000131,2,2023-11-09,79,225526.83,Aberta
267,27613948000179,35,2024-03-14,88,412764.0,Aberta
268,52346709000147,10,2024-10-03,41,204539.57,Aberta
269,18796230000174,13,2024-02-28,72,73353.59999999999,Perdida
270,48526193000145,32,2024-09-07,72,292854.95999999996,Aberta
271,98603142000148,34,2024-09-29,52,161346.64,Fechada
272,40182675000113,19,2024-02-23,4,12807.72,Perdida
273,63297450000108,29,2024-01-22,94,401587.74,Perdida
274,75832104000161,23,2023-02-26,46,220765.03999999998,Aberta
275,69235417000130,19,2024-02-15,54,172904.22,Perdida
276,69273150000175,31,2024-10-19,77,128299.71,Aberta
277,60481375000142,50,2024-04-06,40,75157.6,Aberta
278,98274613000111,29,2024-03-01,39,166616.19,Perdida
279,31287095000108,42,2024-07-15,68,231127.92,Aberta
280,87653941000102,22,2024-10-05,27,6988.950000000001,Perdida
281,82916470000164,23,2024-09-12,50,239962.0,Aberta
282,84976513000122,15,2024-05-28,55,255377.64999999997,Aberta
283,82974306000103,9,2023-04-14,7,13820.449999999999,Perdida
284,82974306000103,39,2023-04-14,7,13820.449999999999,Perdida
285,48195760000128,44,2024-08-15,63,259786.17,Perdida
286,85374690000100,18,2024-08-14,5,20790.55,Fechada
287,60413782000112,34,2023-06-18,13,40336.66,Perdida
288,75698413000190,15,2024-06-02,64,297166.72,Perdida
289,54029617000169,45,2024-12-05,32,140408.96,Perdida
290,84365927000115,8,2023-04-09,86,342258.5,Perdida
291,73891425000101,9,2023-05-28,21,41461.35,Perdida
292,73891425000101,39,2023-05-28,21,41461.35,Perdida
293,46793508000195,1,2024-11-07,80,229687.2,Perdida
294,47291650000105,19,2024-04-17,94,300981.42,Perdida
295,28597364000110,36,2024-06-30,40,172112.0,Aberta
296,69457012000146,40,2023-05-27,11,4054.6000000000004,Fechada
297,51428963000121,31,2023-01-12,49,81645.27,Fechada
298,23518467000123,36,2024-03-13,36,154900.80000000002,Aberta
299,07123946000194,18,2023-12-21,5,20790.55,Fechada
300,63297450000108,9,2024-09-20,8,27008.72,Aberta
301,63297450000108,39,2024-09-20,8,27008.72,Aberta
302,82760543000171,37,2023-09-09,28,11448.36,Aberta
303,98632150000112,24,2023-04-13,15,24923.399999999998,Fechada
304,52346709000147,11,2023-02-07,58,271951.56,Perdida
305,97306152000159,33,2023-04-18,65,213049.85,Aberta
306,75924680000139,20,2024-03-29,82,70929.18000000001,Perdida
307,70136845000194,11,2023-06-17,31,145353.41999999998,Fechada
308,38475210000109,50,2024-05-28,30,56368.200000000004,Perdida
309,83057142000112,46,2023-05-13,91,177002.28,Fechada
310,82756439000103,36,2023-03-17,43,185020.4,Aberta
311,54203876000164,20,2024-03-19,91,78714.09,Fechada
312,93018674000102,32,2023-07-26,78,317259.54,Perdida
313,48526193000145,42,2024-10-30,20,67978.8,Perdida
314,05813476000165,38,2024-08-14,81,225755.1,Aberta
315,94021873000124,32,2023-02-04,6,24404.579999999998,Perdida
316,53028194000108,24,2023-03-14,92,152863.52,Perdida
317,69705832000100,29,2023-04-14,99,422948.79,Aberta
318,93018674000102,5,2024-02-05,50,234288.50000000003,Aberta
319,16934507000152,38,2023-08-27,27,75251.7,Aberta
320,82916470000164,36,2023-10-17,92,395857.60000000003,Fechada
321,45682097000106,44,2024-03-05,6,24741.54,Aberta
322,89036751000171,9,2023-05-21,44,86871.4,Fechada
323,89036751000171,39,2023-05-21,44,86871.4,Fechada
324,87903421000100,4,2023-12-02,73,41767.68,Fechada
325,45621703000175,46,2024-06-02,38,73913.04,Perdida
326,30476915000139,14,2023-01-08,73,192655.03,Perdida
327,98203146000139,1,2023-07-19,53,152167.77000000002,Perdida
328,94021873000124,45,2023-08-29,4,17551.12,Aberta
329,54970613000180,31,2023-02-12,33,54985.590000000004,Fechada
330,56907231000138,9,2024-02-15,87,171768.44999999998,Aberta
331,56907231000138,39,2024-02-15,87,171768.44999999998,Aberta
332,92670451000154,22,2024-12-10,99,25626.15,Fechada
333,84365927000115,21,2024-09-07,79,326619.97000000003,Aberta
334,24190358000192,41,2023-08-23,88,392074.32,Perdida
335,84907316000151,31,2024-06-02,55,91642.65,Fechada
336,29645783000142,37,2024-02-26,89,36389.43,Perdida
337,39465072000140,2,2023-12-19,77,219817.29,Fechada
338,83279064000109,32,2023-04-26,93,378270.99,Aberta
339,07123946000194,19,2024-03-31,66,211327.37999999998,Perdida
340,13865704000179,17,2024-01-23,25,41888.0,Aberta
341,18356470000158,16,2024-06-30,45,17881.65,Aberta
342,67493582000166,30,2023-09-08,65,173458.35,Fechada
343,89231756000155,45,2024-02-17,26,114082.28,Perdida
344,39582407000100,4,2024-12-15,46,26319.359999999997,Aberta
345,18296475000132,15,2023-10-08,70,325026.1,Fechada
346,89231756000155,30,2024-04-22,76,202812.84000000003,Aberta
347,69705832000100,12,2024-03-01,3,6582.33,Perdida
348,18924536000169,22,2024-02-08,72,18637.2,Aberta
349,47291650000105,36,2023-06-19,8,34422.4,Aberta
350,08943652000171,46,2024-06-25,25,48627.0,Perdida
351,60174593000134,20,2023-03-25,51,44114.49,Perdida
352,05163789000115,10,2024-06-05,95,473933.15,Fechada
353,60841275000180,13,2024-10-05,99,100861.2,Aberta
354,84976513000122,41,2023-02-11,21,93563.19,Fechada
355,48526193000145,33,2023-07-11,88,288436.72000000003,Fechada
356,89231756000155,49,2023-02-05,26,90786.28,Fechada
357,86159704000127,26,2023-06-03,28,98416.64,Aberta
358,41985720000130,26,2023-04-28,78,274160.64,Perdida
359,54970613000180,21,2023-08-28,61,252200.23,Aberta
360,76540893000120,24,2024-11-02,90,149540.4,Aberta
361,20935647000112,4,2024-10-15,48,27463.68,Aberta
362,53028194000108,41,2023-06-24,38,169304.82,Perdida
363,61435872000177,38,2023-04-22,37,103122.7,Perdida
364,31287095000108,28,2024-04-19,32,47947.52,Fechada
365,27593016000101,23,2024-03-11,23,110382.51999999999,Fechada
366,63418709000121,27,2023-06-24,100,17329.0,Aberta
367,24137089000109,6,2024-04-11,20,29851.6,Perdida
368,81924605000170,33,2023-10-13,16,52443.04,Fechada
369,79562304000100,49,2023-08-11,43,150146.54,Aberta
370,84365927000115,27,2023-04-17,16,2772.64,Fechada
371,47562019000195,37,2024-07-27,70,28620.9,Fechada
372,73658420000133,22,2024-05-05,58,15013.300000000001,Aberta
373,28597364000110,24,2023-12-01,53,88062.68,Perdida
374,76540893000120,37,2023-03-06,21,8586.27,Perdida
375,94350628000160,12,2024-03-10,8,17552.88,Perdida
376,45621703000175,1,2023-07-25,48,137812.32,Perdida
377,46298301000144,49,2023-07-29,9,31426.02,Aberta
378,04567238000154,18,2023-10-31,80,332648.8,Aberta
379,82195430000170,30,2024-05-26,57,152109.63,Perdida
380,80291754000187,41,2024-12-09,100,445539.00000000006,Aberta
381,73658420000133,38,2023-05-14,32,89187.2,Perdida
382,69705832000100,40,2023-11-14,18,6634.8,Fechada
383,85316427000156,13,2023-12-28,29,29545.199999999997,Perdida
384,63729548000197,15,2023-03-13,40,185729.19999999998,Aberta
385,75832104000161,18,2023-07-24,11,45739.21,Aberta
386,51243687000127,16,2024-06-16,85,33776.45,Perdida
387,21798640000169,22,2023-12-04,82,21225.7,Perdida
388,84365927000115,28,2025-01-07,49,73419.64,Aberta
389,17592830000158,40,2024-06-30,78,28750.800000000003,Fechada
390,89231756000155,38,2023-04-29,57,158864.69999999998,Aberta
391,45621703000175,16,2024-02-28,97,38544.89,Aberta
392,38617452000190,45,2023-06-15,13,57041.14,Perdida
393,82974306000103,20,2023-03-03,10,8649.9,Fechada
394,10789432000187,27,2024-05-11,51,8837.789999999999,Perdida
395,79485312000192,16,2024-07-30,60,23842.2,Aberta
396,94368701000121,35,2023-08-05,46,215763.0,Fechada
397,12403859000120,9,2024-05-13,74,146101.9,Fechada
398,12403859000120,39,2024-05-13,74,146101.9,Fechada
399,15207483000177,40,2024-07-02,29,10689.400000000001,Fechada
400,12738605000163,18,2024-05-23,91,378388.00999999995,Aberta
401,98203146000139,37,2023-06-06,92,37616.04,Perdida
402,05931862000151,15,2024-07-15,55,255377.64999999997,Aberta
403,89231756000155,5,2023-10-24,89,417033.53,Perdida
404,89357206000187,24,2024-03-20,96,159509.76,Perdida
405,36128450000101,31,2024-06-01,34,56651.82,Perdida
406,19740658000168,34,2024-05-25,46,142729.72,Perdida
407,12403859000120,22,2024-10-06,29,7506.650000000001,Perdida
408,80291754000187,40,2024-02-09,23,8477.800000000001,Aberta
409,68920435000198,26,2024-04-21,35,123020.8,Aberta
410,17253086000167,2,2023-05-15,81,231236.37,Aberta
411,53091426000164,2,2023-11-29,48,137028.96,Fechada
412,42153870000140,17,2024-10-07,25,41888.0,Aberta
413,38617452000190,17,2023-05-07,95,159174.4,Fechada
414,10648975000184,50,2023-09-10,64,120252.16,Fechada
415,85316427000156,30,2024-09-10,42,112080.78,Fechada
416,36215940000145,15,2023-12-10,41,190372.43,Aberta
417,19064732000173,38,2023-10-29,48,133780.8,Perdida
418,17592830000158,40,2023-01-28,71,26170.600000000002,Fechada
419,52846701000140,35,2024-04-20,24,112572.0,Aberta
420,85709432000129,38,2023-07-19,5,13935.5,Fechada
421,13865704000179,34,2023-03-09,4,12411.28,Fechada
422,05813476000165,35,2023-08-05,15,70357.5,Fechada
423,54970613000180,9,2023-04-14,71,239702.39,Aberta
424,54970613000180,39,2023-04-14,71,239702.39,Aberta
425,04567238000154,48,2024-02-24,62,297453.06,Fechada
426,13865704000179,45,2023-04-03,37,162347.86,Aberta
427,87903421000100,10,2024-06-22,62,309303.74000000005,Fechada
428,31287095000108,10,2024-03-08,45,224494.65000000002,Aberta
429,52846701000140,49,2023-11-19,43,150146.54,Perdida
430,48526193000145,41,2023-02-28,83,369797.37000000005,Fechada
431,02563479000108,26,2023-09-20,59,207377.92,Fechada
432,95831024000107,30,2024-05-19,3,8005.77,Fechada
433,46379580000170,21,2023-03-18,10,41344.3,Fechada
434,65140839000170,43,2023-10-16,56,71179.92,Perdida
435,05197284000171,24,2024-12-14,66,109662.95999999999,Fechada
436,10423769000176,1,2023-09-24,30,86132.70000000001,Fechada
437,08341926000152,21,2024-09-03,42,173646.06,Fechada
438,73920856000159,41,2023-08-08,31,138117.09,Perdida
439,18924536000169,22,2023-05-01,23,5953.55,Perdida
440,84976513000122,28,2024-11-12,62,92898.31999999999,Perdida
441,84365927000115,46,2024-09-18,6,11670.48,Aberta
442,28597364000110,37,2023-07-02,76,31074.12,Fechada
443,27591460000198,42,2023-08-08,54,183542.76,Aberta
444,85709432000129,31,2023-01-15,12,19994.760000000002,Fechada
445,21068975000121,5,2023-03-25,62,290517.74000000005,Perdida
446,74126908000182,11,2023-10-27,39,182863.97999999998,Fechada
447,24137089000109,43,2023-06-29,52,66095.64,Perdida
448,65721394000112,1,2023-10-29,21,60292.89,Fechada
449,84976513000122,36,2023-03-30,28,120478.40000000001,Fechada
450,54203876000164,13,2024-09-06,12,12225.599999999999,Fechada
451,75924680000139,9,2024-12-26,58,195813.22,Aberta
452,75924680000139,39,2024-12-26,58,195813.22,Aberta
453,12064379000182,45,2023-04-13,66,289593.48,Fechada
454,27640983000187,17,2023-05-24,65,108908.8,Fechada
455,18356470000158,9,2024-02-20,93,183614.55,Aberta
456,18356470000158,39,2024-02-20,93,183614.55,Aberta
457,69705832000100,9,2024-07-26,94,317352.46,Perdida
458,69705832000100,39,2024-07-26,94,317352.46,Perdida
459,54203876000164,4,2024-11-18,90,51494.399999999994,Aberta
460,18796230000174,44,2023-09-03,4,16494.36,Fechada
461,51793682000178,9,2024-04-09,12,40513.08,Aberta
462,51793682000178,39,2024-04-09,12,40513.08,Aberta
463,98203146000139,35,2024-10-06,74,347097.0,Perdida
464,45682097000106,44,2024-09-25,7,28865.13,Fechada
465,01538479000187,10,2024-01-23,74,369168.98000000004,Aberta
466,18924536000169,37,2023-03-23,9,3679.83,Perdida
467,86740932000196,43,2024-02-22,28,35589.96,Aberta
